timestamp,crack_width_mm,seismic_energy_j,angle_x_deg,settlement_mm,label
2026-01-03 07:56:00,0.903,13.94,0.1556,0.866,0
2026-01-03 07:57:00,1.268,11.32,0.1265,0.473,0
2026-01-03 07:58:00,1.644,21.28,0.0989,1.269,0
2026-01-03 07:59:00,2.46,19.67,0.1405,1.212,0
2026-01-03 08:00:00,1.524,12.38,0.0528,0.882,0
2026-01-03 08:01:00,2.5,35.34,0.061,0.1,0
2026-01-03 08:02:00,1.758,2.92,0.1357,0.715,0
2026-01-03 08:03:00,1.273,13.14,0.01,1.184,0
2026-01-03 08:04:00,2.074,8.83,0.1007,1.101,0
2026-01-03 08:05:00,1.379,18.07,0.1295,0.982,0
2026-01-03 08:06:00,1.626,1.0,0.1655,0.83,0
2026-01-03 08:07:00,0.832,25.15,0.1758,0.369,0
2026-01-03 08:08:00,0.746,23.04,0.0935,1.386,0
2026-01-03 08:09:00,1.777,17.14,0.1385,0.424,0
2026-01-03 08:10:00,2.052,12.52,0.0598,0.918,0
2026-01-03 08:11:00,2.473,20.73,0.0778,0.586,0
2026-01-03 08:12:00,1.095,17.63,0.1684,1.397,0
2026-01-03 08:13:00,2.232,22.62,0.098,1.233,0
2026-01-03 08:14:00,2.157,14.02,0.108,0.857,0
2026-01-03 08:15:00,1.254,13.55,0.0483,1.276,0
2026-01-03 08:16:00,2.194,23.62,0.1211,0.403,0
2026-01-03 08:17:00,1.972,20.07,0.1377,0.968,0
2026-01-03 08:18:00,2.071,13.61,0.1362,0.578,0
2026-01-03 08:19:00,2.584,17.94,0.0394,1.41,0
2026-01-03 08:20:00,2.05,16.48,0.15,1.15,0
2026-01-03 08:21:00,0.432,18.74,0.0501,1.26,0
2026-01-03 08:22:00,1.661,25.16,0.0987,0.779,0
2026-01-03 08:23:00,0.717,12.2,0.0191,1.298,0
2026-01-03 08:24:00,1.576,9.84,0.091,0.553,0
2026-01-03 08:25:00,1.547,17.19,0.0498,0.611,0
2026-01-03 08:26:00,1.208,10.71,0.0776,0.93,0
2026-01-03 08:27:00,0.986,7.71,0.103,0.626,0
2026-01-03 08:28:00,1.235,22.95,0.1414,1.284,0
2026-01-03 08:29:00,1.331,12.7,0.1396,0.811,0
2026-01-03 08:30:00,1.434,1.0,0.01,0.568,0
2026-01-03 08:31:00,1.553,21.78,0.1339,0.516,0
2026-01-03 08:32:00,1.793,11.49,0.1103,1.279,0
2026-01-03 08:33:00,1.344,19.62,0.072,0.1,0
2026-01-03 08:34:00,2.14,23.67,0.056,0.596,0
2026-01-03 08:35:00,1.481,16.52,0.0969,1.561,0
2026-01-03 08:36:00,1.962,1.0,0.1115,0.862,0
2026-01-03 08:37:00,1.348,1.0,0.1189,1.287,0
2026-01-03 08:38:00,2.872,9.62,0.0901,1.171,0
2026-01-03 08:39:00,1.734,14.55,0.01,0.924,0
2026-01-03 08:40:00,2.318,24.6,0.0752,0.336,0
2026-01-03 08:41:00,1.153,17.33,0.0408,0.47,0
2026-01-03 08:42:00,1.276,35.94,0.2028,0.463,0
2026-01-03 08:43:00,1.374,3.07,0.103,1.193,0
2026-01-03 08:44:00,2.736,15.97,0.1371,1.268,0
2026-01-03 08:45:00,1.394,11.44,0.1318,0.648,0
2026-01-03 08:46:00,1.088,16.88,0.1155,0.968,0
2026-01-03 08:47:00,2.15,29.01,0.0792,1.003,0
2026-01-03 08:48:00,1.529,29.52,0.0728,1.031,0
2026-01-03 08:49:00,1.391,15.44,0.01,0.695,0
2026-01-03 08:50:00,1.195,21.89,0.1071,1.655,0
2026-01-03 08:51:00,1.744,16.72,0.115,1.271,0
2026-01-03 08:52:00,2.031,6.4,0.0976,1.029,0
2026-01-03 08:53:00,1.894,15.11,0.1072,0.792,0
2026-01-03 08:54:00,1.26,10.96,0.0397,0.667,0
2026-01-03 08:55:00,1.006,14.5,0.0853,1.159,0
2026-01-03 08:56:00,0.1,8.18,0.0675,0.81,0
2026-01-03 08:57:00,1.027,16.24,0.1333,1.053,0
2026-01-03 08:58:00,1.314,17.45,0.102,0.24,0
2026-01-03 08:59:00,1.47,20.63,0.068,0.788,0
2026-01-03 09:00:00,1.365,17.48,0.092,0.956,0
2026-01-03 09:01:00,2.9,28.08,0.048,1.387,0
2026-01-03 09:02:00,1.746,32.54,0.0836,0.631,0
2026-01-03 09:03:00,0.881,11.76,0.1291,0.406,0
2026-01-03 09:04:00,1.828,22.76,0.0334,1.178,0
2026-01-03 09:05:00,1.696,31.92,0.0969,0.974,0
2026-01-03 09:06:00,0.975,22.97,0.0625,0.311,0
2026-01-03 09:07:00,1.644,20.74,0.0334,0.331,0
2026-01-03 09:08:00,1.765,1.0,0.1933,0.741,0
2026-01-03 09:09:00,2.012,10.54,0.1627,0.967,0
2026-01-03 09:10:00,0.612,11.7,0.0701,1.556,0
2026-01-03 09:11:00,1.824,26.1,0.0855,0.568,0
2026-01-03 09:12:00,2.205,9.16,0.01,1.216,0
2026-01-03 09:13:00,2.444,14.32,0.0204,0.216,0
2026-01-03 09:14:00,0.887,21.72,0.0436,1.144,0
2026-01-03 09:15:00,1.427,8.79,0.0983,1.603,0
2026-01-03 09:16:00,1.475,17.23,0.0943,1.057,0
2026-01-03 09:17:00,1.838,16.19,0.1166,0.733,0
2026-01-03 09:18:00,1.418,22.02,0.1339,1.493,0
2026-01-03 09:19:00,1.142,20.27,0.1139,1.14,0
2026-01-03 09:20:00,1.609,20.02,0.0459,1.061,0
2026-01-03 09:21:00,1.331,16.61,0.1162,0.593,0
2026-01-03 09:22:00,1.781,1.59,0.1318,1.146,0
2026-01-03 09:23:00,1.095,16.12,0.0786,0.726,0
2026-01-03 09:24:00,0.989,15.44,0.01,1.125,0
2026-01-03 09:25:00,2.158,21.13,0.1592,1.019,0
2026-01-03 09:26:00,2.636,11.62,0.1044,1.434,0
2026-01-03 09:27:00,2.411,15.33,0.01,0.77,0
2026-01-03 09:28:00,1.464,15.59,0.2035,0.94,0
2026-01-03 09:29:00,2.028,9.3,0.0761,1.319,0
2026-01-03 09:30:00,1.157,5.77,0.222,0.906,0
2026-01-03 09:31:00,1.754,18.06,0.1189,0.991,0
2026-01-03 09:32:00,1.208,23.06,0.0899,0.837,0
2026-01-03 09:33:00,2.128,10.0,0.1092,0.935,0
2026-01-03 09:34:00,2.062,13.26,0.0645,1.268,0
2026-01-03 09:35:00,2.538,21.64,0.1031,1.734,0
2026-01-03 09:36:00,1.385,22.41,0.2005,0.329,0
2026-01-03 09:37:00,2.29,16.85,0.0551,0.494,0
2026-01-03 09:38:00,1.753,18.31,0.1267,0.943,0
2026-01-03 09:39:00,1.538,19.26,0.064,1.02,0
2026-01-03 09:40:00,1.668,20.69,0.0916,0.913,0
2026-01-03 09:41:00,2.349,6.43,0.1988,0.779,0
2026-01-03 09:42:00,1.434,30.34,0.1263,0.507,0
2026-01-03 09:43:00,1.459,17.19,0.1373,0.756,0
2026-01-03 09:44:00,0.467,20.84,0.1035,1.327,0
2026-01-03 09:45:00,1.426,8.91,0.2348,1.037,0
2026-01-03 09:46:00,1.632,13.51,0.0525,1.27,0
2026-01-03 09:47:00,1.119,18.02,0.021,0.519,0
2026-01-03 09:48:00,0.996,1.0,0.1843,1.578,0
2026-01-03 09:49:00,0.574,7.79,0.0809,0.775,0
2026-01-03 09:50:00,1.208,9.2,0.1205,1.19,0
2026-01-03 09:51:00,2.211,4.77,0.1858,0.95,0
2026-01-03 09:52:00,0.759,15.85,0.1212,0.784,0
2026-01-03 09:53:00,1.895,14.41,0.2115,1.173,0
2026-01-03 09:54:00,1.94,26.39,0.1068,1.24,0
2026-01-03 09:55:00,2.726,6.03,0.0646,2.075,0
2026-01-03 09:56:00,2.019,16.88,0.01,1.256,0
2026-01-03 09:57:00,1.977,7.96,0.115,1.25,0
2026-01-03 09:58:00,1.684,1.26,0.01,1.458,0
2026-01-03 09:59:00,1.5,19.7,0.1162,1.213,0
2026-01-03 10:00:00,1.926,20.36,0.173,0.985,0
2026-01-03 10:01:00,2.124,19.42,0.0991,1.13,0
2026-01-03 10:02:00,1.585,4.47,0.1095,1.342,0
2026-01-03 10:03:00,2.146,15.67,0.1458,1.556,0
2026-01-03 10:04:00,2.942,19.78,0.1335,0.396,0
2026-01-03 10:05:00,1.535,22.62,0.158,0.244,0
2026-01-03 10:06:00,1.55,20.03,0.099,1.539,0
2026-01-03 10:07:00,1.454,22.72,0.01,0.681,0
2026-01-03 10:08:00,1.567,23.54,0.1588,0.337,0
2026-01-03 10:09:00,2.112,15.84,0.0881,0.299,0
2026-01-03 10:10:00,1.544,18.99,0.0561,1.721,0
2026-01-03 10:11:00,1.595,23.0,0.1168,1.351,0
2026-01-03 10:12:00,1.375,18.12,0.1093,0.682,0
2026-01-03 10:13:00,1.745,24.59,0.0625,0.698,0
2026-01-03 10:14:00,1.248,22.0,0.0357,1.022,0
2026-01-03 10:15:00,0.887,9.94,0.1234,1.344,0
2026-01-03 10:16:00,1.724,4.55,0.0575,0.882,0
2026-01-03 10:17:00,2.49,15.15,0.1057,0.686,0
2026-01-03 10:18:00,1.355,5.55,0.1187,1.454,0
2026-01-03 10:19:00,0.979,15.67,0.1484,0.99,0
2026-01-03 10:20:00,2.458,14.94,0.206,0.923,0
2026-01-03 10:21:00,1.523,25.41,0.1119,1.237,0
2026-01-03 10:22:00,1.972,19.04,0.0787,0.145,0
2026-01-03 10:23:00,1.136,22.82,0.1829,1.19,0
2026-01-03 10:24:00,1.505,11.08,0.1524,1.164,0
2026-01-03 10:25:00,2.2,27.24,0.1084,0.448,0
2026-01-03 10:26:00,1.565,22.15,0.1118,0.223,0
2026-01-03 10:27:00,1.572,18.42,0.1013,0.774,0
2026-01-03 10:28:00,0.756,1.0,0.1081,1.073,0
2026-01-03 10:29:00,1.894,24.43,0.0949,1.114,0
2026-01-03 10:30:00,1.107,29.19,0.0513,1.682,0
2026-01-03 10:31:00,2.06,15.09,0.1004,1.073,0
2026-01-03 10:32:00,1.601,15.25,0.1879,0.44,0
2026-01-03 10:33:00,1.646,10.87,0.0592,0.9,0
2026-01-03 10:34:00,1.886,1.95,0.0864,0.481,0
2026-01-03 10:35:00,1.688,10.5,0.0554,0.928,0
2026-01-03 10:36:00,2.359,28.28,0.1579,1.564,0
2026-01-03 10:37:00,2.28,23.63,0.1415,1.184,0
2026-01-03 10:38:00,0.891,8.82,0.0361,0.712,0
2026-01-03 10:39:00,1.415,10.37,0.01,1.237,0
2026-01-03 10:40:00,1.918,32.08,0.1433,0.689,0
2026-01-03 10:41:00,1.029,6.84,0.033,0.1,0
2026-01-03 10:42:00,0.716,9.28,0.1414,0.507,0
2026-01-03 10:43:00,1.12,11.56,0.0681,1.183,0
2026-01-03 10:44:00,1.442,4.14,0.1347,1.309,0
2026-01-03 10:45:00,0.1,10.7,0.1222,1.687,0
2026-01-03 10:46:00,0.943,10.82,0.0732,1.136,0
2026-01-03 10:47:00,0.611,7.78,0.0561,1.539,0
2026-01-03 10:48:00,2.073,25.62,0.1288,1.252,0
2026-01-03 10:49:00,1.966,5.67,0.0654,1.375,0
2026-01-03 10:50:00,1.639,13.86,0.1554,1.441,0
2026-01-03 10:51:00,1.55,7.98,0.0584,1.195,0
2026-01-03 10:52:00,1.772,13.32,0.1175,1.43,0
2026-01-03 10:53:00,1.001,7.61,0.0805,0.721,0
2026-01-03 10:54:00,2.126,15.61,0.1003,0.1,0
2026-01-03 10:55:00,1.547,17.57,0.065,1.26,0
2026-01-03 10:56:00,1.959,26.22,0.0911,1.15,0
2026-01-03 10:57:00,1.938,10.29,0.01,0.65,0
2026-01-03 10:58:00,1.767,27.94,0.0594,0.495,0
2026-01-03 10:59:00,1.656,8.54,0.0706,1.052,0
2026-01-03 11:00:00,1.619,13.1,0.0964,1.287,0
2026-01-03 11:01:00,1.469,29.12,0.1647,1.208,0
2026-01-03 11:02:00,1.741,38.22,0.0651,0.592,0
2026-01-03 11:03:00,1.603,28.49,0.1707,0.682,0
2026-01-03 11:04:00,1.256,13.21,0.0569,1.268,0
2026-01-03 11:05:00,1.805,19.12,0.0446,1.029,0
2026-01-03 11:06:00,1.64,20.46,0.01,1.424,0
2026-01-03 11:07:00,2.105,17.76,0.1303,0.871,0
2026-01-03 11:08:00,0.595,6.94,0.1043,1.296,0
2026-01-03 11:09:00,1.518,16.88,0.1274,0.984,0
2026-01-03 11:10:00,1.138,10.95,0.1066,0.711,0
2026-01-03 11:11:00,1.241,7.25,0.0995,1.371,0
2026-01-03 11:12:00,1.78,12.51,0.1142,0.603,0
2026-01-03 11:13:00,0.782,17.52,0.2076,1.03,0
2026-01-03 11:14:00,1.567,23.01,0.0763,1.071,0
2026-01-03 11:15:00,1.515,12.97,0.2027,0.952,0
2026-01-03 11:16:00,0.975,14.37,0.1426,1.396,0
2026-01-03 11:17:00,1.579,21.43,0.1183,1.229,0
2026-01-03 11:18:00,1.119,15.57,0.1277,1.181,0
2026-01-03 11:19:00,2.599,18.05,0.01,1.027,0
2026-01-03 11:20:00,2.101,15.62,0.0869,1.743,0
2026-01-03 11:21:00,1.534,16.62,0.0665,1.586,0
2026-01-03 11:22:00,1.284,6.37,0.2056,1.368,0
2026-01-03 11:23:00,1.752,15.98,0.0829,1.302,0
2026-01-03 11:24:00,1.884,26.42,0.0985,0.759,0
2026-01-03 11:25:00,1.488,3.46,0.2298,1.29,0
2026-01-03 11:26:00,2.073,1.0,0.1201,0.991,0
2026-01-03 11:27:00,0.802,1.0,0.1736,1.033,0
2026-01-03 11:28:00,1.622,23.93,0.0442,0.999,0
2026-01-03 11:29:00,1.218,19.83,0.1759,0.486,0
2026-01-03 11:30:00,2.089,9.25,0.0802,0.836,0
2026-01-03 11:31:00,1.71,11.92,0.1265,1.088,0
2026-01-03 11:32:00,1.421,17.69,0.1496,1.388,0
2026-01-03 11:33:00,1.141,9.21,0.1755,1.145,0
2026-01-03 11:34:00,2.829,8.46,0.0977,1.352,0
2026-01-03 11:35:00,1.64,9.76,0.0498,0.566,0
2026-01-03 11:36:00,0.79,9.08,0.0993,0.399,0
2026-01-03 11:37:00,1.095,15.35,0.1296,0.299,0
2026-01-03 11:38:00,1.706,28.3,0.0732,1.327,0
2026-01-03 11:39:00,1.135,6.94,0.0788,0.424,0
2026-01-03 11:40:00,1.196,14.41,0.0226,1.425,0
2026-01-03 11:41:00,1.993,18.68,0.0511,0.822,0
2026-01-03 11:42:00,1.949,19.28,0.1222,1.668,0
2026-01-03 11:43:00,1.214,10.95,0.1441,0.821,0
2026-01-03 11:44:00,2.085,19.95,0.1551,0.842,0
2026-01-03 11:45:00,1.145,18.36,0.2138,1.027,0
2026-01-03 11:46:00,2.347,11.39,0.1744,0.834,0
2026-01-03 11:47:00,1.769,4.18,0.0924,1.167,0
2026-01-03 11:48:00,1.645,5.85,0.0532,0.582,0
2026-01-03 11:49:00,1.308,20.97,0.0872,1.075,0
2026-01-03 11:50:00,1.196,26.42,0.0724,0.7,0
2026-01-03 11:51:00,0.337,15.01,0.1083,0.918,0
2026-01-03 11:52:00,1.353,26.22,0.1445,0.45,0
2026-01-03 11:53:00,1.495,14.58,0.124,1.349,0
2026-01-03 11:54:00,0.587,5.84,0.1788,0.858,0
2026-01-03 11:55:00,1.912,13.32,0.1198,1.366,0
2026-01-03 11:56:00,1.42,26.93,0.0362,0.705,0
2026-01-03 11:57:00,2.107,10.17,0.0715,0.996,0
2026-01-03 11:58:00,1.158,13.91,0.1201,1.37,0
2026-01-03 11:59:00,2.118,24.49,0.1114,0.53,0
2026-01-03 12:00:00,1.275,23.93,0.1654,0.647,0
2026-01-03 12:01:00,1.475,17.45,0.1004,1.324,0
2026-01-03 12:02:00,1.608,19.28,0.0912,1.539,0
2026-01-03 12:03:00,1.479,23.5,0.0213,1.006,0
2026-01-03 12:04:00,1.652,17.47,0.0597,0.612,0
2026-01-03 12:05:00,0.538,25.24,0.1154,0.873,0
2026-01-03 12:06:00,1.43,20.38,0.1105,1.788,0
2026-01-03 12:07:00,1.46,13.82,0.1297,0.467,0
2026-01-03 12:08:00,0.507,18.48,0.1225,1.211,0
2026-01-03 12:09:00,1.821,11.92,0.0943,1.05,0
2026-01-03 12:10:00,1.044,7.28,0.0499,0.537,0
2026-01-03 12:11:00,1.971,5.87,0.1,0.874,0
2026-01-03 12:12:00,1.543,13.35,0.0978,0.278,0
2026-01-03 12:13:00,1.213,17.5,0.1686,1.115,0
2026-01-03 12:14:00,2.002,29.41,0.1664,1.173,0
2026-01-03 12:15:00,2.331,18.33,0.0761,0.454,0
2026-01-03 12:16:00,1.519,16.53,0.0689,1.223,0
2026-01-03 12:17:00,2.187,14.2,0.0323,0.734,0
2026-01-03 12:18:00,1.412,12.14,0.0918,0.698,0
2026-01-03 12:19:00,1.981,16.05,0.0763,0.61,0
2026-01-03 12:20:00,1.316,12.79,0.2304,1.265,0
2026-01-03 12:21:00,2.413,12.4,0.0442,0.33,0
2026-01-03 12:22:00,2.039,21.57,0.1029,0.364,0
2026-01-03 12:23:00,1.735,7.74,0.0679,0.763,0
2026-01-03 12:24:00,0.233,13.0,0.1012,0.777,0
2026-01-03 12:25:00,1.724,9.5,0.0833,1.251,0
2026-01-03 12:26:00,0.883,15.94,0.1406,0.964,0
2026-01-03 12:27:00,1.677,21.83,0.122,0.964,0
2026-01-03 12:28:00,2.139,17.8,0.1389,0.352,0
2026-01-03 12:29:00,1.844,13.23,0.0624,0.908,0
2026-01-03 12:30:00,1.929,22.52,0.154,0.1,0
2026-01-03 12:31:00,1.313,22.06,0.0759,1.095,0
2026-01-03 12:32:00,0.738,15.32,0.0297,1.271,0
2026-01-03 12:33:00,1.114,27.74,0.0909,0.688,0
2026-01-03 12:34:00,1.335,18.36,0.1057,1.15,0
2026-01-03 12:35:00,1.493,18.14,0.0375,0.824,0
2026-01-03 12:36:00,2.135,5.38,0.1437,1.493,0
2026-01-03 12:37:00,1.865,1.53,0.0594,1.091,0
2026-01-03 12:38:00,2.61,15.51,0.0573,0.585,0
2026-01-03 12:39:00,0.999,22.98,0.1,1.468,0
2026-01-03 12:40:00,2.082,17.63,0.1429,1.331,0
2026-01-03 12:41:00,1.938,22.61,0.0392,0.835,0
2026-01-03 12:42:00,1.442,11.69,0.147,1.198,0
2026-01-03 12:43:00,1.02,15.66,0.01,1.192,0
2026-01-03 12:44:00,1.192,15.13,0.1165,0.83,0
2026-01-03 12:45:00,1.168,1.0,0.0435,1.026,0
2026-01-03 12:46:00,2.355,29.31,0.0601,1.098,0
2026-01-03 12:47:00,1.914,24.58,0.1869,0.73,0
2026-01-03 12:48:00,1.933,22.43,0.0506,1.539,0
2026-01-03 12:49:00,1.544,25.28,0.0972,0.209,0
2026-01-03 12:50:00,1.386,11.26,0.0467,1.271,0
2026-01-03 12:51:00,1.669,21.37,0.1385,0.513,0
2026-01-03 12:52:00,1.551,11.25,0.1204,0.903,0
2026-01-03 12:53:00,1.452,16.18,0.1275,0.361,0
2026-01-03 12:54:00,1.683,1.06,0.1565,0.472,0
2026-01-03 12:55:00,0.967,13.81,0.0831,0.965,0
2026-01-03 12:56:00,1.634,2.76,0.1537,1.029,0
2026-01-03 12:57:00,1.445,4.97,0.1745,1.424,0
2026-01-03 12:58:00,1.143,14.57,0.1142,0.84,0
2026-01-03 12:59:00,1.82,9.34,0.0447,1.247,0
2026-01-03 13:00:00,2.398,17.71,0.0398,0.996,0
2026-01-03 13:01:00,2.139,28.4,0.1221,1.231,0
2026-01-03 13:02:00,1.359,10.03,0.0447,0.563,0
2026-01-03 13:03:00,1.832,12.88,0.0328,1.036,0
2026-01-03 13:04:00,1.922,20.32,0.1442,1.149,0
2026-01-03 13:05:00,1.56,9.64,0.0771,0.801,0
2026-01-03 13:06:00,1.488,9.28,0.221,1.152,0
2026-01-03 13:07:00,1.672,11.44,0.0671,1.19,0
2026-01-03 13:08:00,2.756,22.05,0.0751,0.793,0
2026-01-03 13:09:00,1.629,1.0,0.118,1.31,0
2026-01-03 13:10:00,0.866,8.22,0.1102,0.1,0
2026-01-03 13:11:00,0.977,27.25,0.0958,0.234,0
2026-01-03 13:12:00,1.414,1.0,0.0946,0.586,0
2026-01-03 13:13:00,0.877,13.98,0.2621,1.113,0
2026-01-03 13:14:00,1.434,27.24,0.183,0.698,0
2026-01-03 13:15:00,2.613,30.28,0.1422,0.465,0
2026-01-03 13:16:00,1.244,21.39,0.0387,0.965,0
2026-01-03 13:17:00,0.956,24.37,0.0963,1.04,0
2026-01-03 13:18:00,1.396,7.41,0.133,0.745,0
2026-01-03 13:19:00,1.448,8.07,0.1374,0.526,0
2026-01-03 13:20:00,1.006,28.71,0.1639,1.003,0
2026-01-03 13:21:00,0.881,12.89,0.0679,1.318,0
2026-01-03 13:22:00,2.178,1.0,0.0981,0.514,0
2026-01-03 13:23:00,1.75,18.35,0.0622,1.632,0
2026-01-03 13:24:00,1.259,13.47,0.1667,0.773,0
2026-01-03 13:25:00,0.922,15.65,0.1349,0.745,0
2026-01-03 13:26:00,1.241,1.0,0.0746,1.054,0
2026-01-03 13:27:00,0.887,1.0,0.1112,1.041,0
2026-01-03 13:28:00,1.21,17.42,0.1025,0.106,0
2026-01-03 13:29:00,2.533,12.57,0.056,0.957,0
2026-01-03 13:30:00,1.619,11.35,0.1465,1.231,0
2026-01-03 13:31:00,1.191,18.12,0.1038,1.411,0
2026-01-03 13:32:00,1.84,8.77,0.0735,0.954,0
2026-01-03 13:33:00,1.035,12.88,0.0551,0.858,0
2026-01-03 13:34:00,1.297,11.41,0.1427,1.29,0
2026-01-03 13:35:00,0.573,22.08,0.1134,1.717,0
2026-01-03 13:36:00,2.137,1.0,0.0653,1.037,0
2026-01-03 13:37:00,1.399,9.82,0.0751,0.927,0
2026-01-03 13:38:00,1.091,23.72,0.1003,1.503,0
2026-01-03 13:39:00,1.825,8.3,0.1032,0.548,0
2026-01-03 13:40:00,0.976,15.96,0.1096,1.025,0
2026-01-03 13:41:00,1.007,28.36,0.0115,1.963,0
2026-01-03 13:42:00,1.31,16.27,0.106,1.181,0
2026-01-03 13:43:00,0.901,32.12,0.039,1.307,0
2026-01-03 13:44:00,1.173,26.2,0.171,0.869,0
2026-01-03 13:45:00,1.401,9.79,0.1521,1.235,0
2026-01-03 13:46:00,1.446,4.89,0.1578,1.486,0
2026-01-03 13:47:00,0.838,10.17,0.01,0.394,0
2026-01-03 13:48:00,1.378,18.04,0.085,0.961,0
2026-01-03 13:49:00,1.79,17.77,0.0961,1.14,0
2026-01-03 13:50:00,1.874,20.32,0.1287,0.977,0
2026-01-03 13:51:00,1.251,7.6,0.145,0.805,0
2026-01-03 13:52:00,1.406,8.77,0.1642,1.558,0
2026-01-03 13:53:00,1.376,19.47,0.01,1.081,0
2026-01-03 13:54:00,0.804,30.93,0.0599,0.72,0
2026-01-03 13:55:00,1.23,6.22,0.1029,1.394,0
2026-01-03 13:56:00,1.898,14.42,0.1415,1.556,0
2026-01-03 13:57:00,1.906,12.12,0.1401,1.456,0
2026-01-03 13:58:00,1.706,16.16,0.1237,0.834,0
2026-01-03 13:59:00,0.169,5.42,0.0681,0.851,0
2026-01-03 14:00:00,1.109,15.7,0.0745,0.584,0
2026-01-03 14:01:00,1.734,24.77,0.0685,1.102,0
2026-01-03 14:02:00,2.356,2.01,0.0509,1.439,0
2026-01-03 14:03:00,1.493,22.97,0.0502,1.226,0
2026-01-03 14:04:00,1.548,5.44,0.0455,1.701,0
2026-01-03 14:05:00,1.443,17.07,0.1168,0.224,0
2026-01-03 14:06:00,0.847,18.91,0.1062,1.056,0
2026-01-03 14:07:00,1.676,18.0,0.0537,1.333,0
2026-01-03 14:08:00,0.739,12.33,0.0144,0.756,0
2026-01-03 14:09:00,1.457,20.3,0.0815,0.547,0
2026-01-03 14:10:00,1.545,4.94,0.174,0.517,0
2026-01-03 14:11:00,1.525,22.32,0.1003,1.042,0
2026-01-03 14:12:00,0.851,11.28,0.14,0.507,0
2026-01-03 14:13:00,1.145,17.58,0.109,1.589,0
2026-01-03 14:14:00,1.844,12.19,0.0971,1.206,0
2026-01-03 14:15:00,1.536,27.26,0.0263,0.92,0
2026-01-03 14:16:00,1.149,18.51,0.0797,0.968,0
2026-01-03 14:17:00,0.964,20.22,0.0733,1.433,0
2026-01-03 14:18:00,1.901,21.3,0.1741,1.536,0
2026-01-03 14:19:00,1.517,13.07,0.1092,0.626,0
2026-01-03 14:20:00,0.935,17.31,0.1639,0.707,0
2026-01-03 14:21:00,1.406,16.32,0.1564,0.857,0
2026-01-03 14:22:00,1.097,20.16,0.0577,0.75,0
2026-01-03 14:23:00,1.651,11.44,0.1001,0.278,0
2026-01-03 14:24:00,2.127,9.35,0.1842,0.674,0
2026-01-03 14:25:00,0.96,24.45,0.1282,0.718,0
2026-01-03 14:26:00,1.579,21.29,0.1251,0.52,0
2026-01-03 14:27:00,1.569,8.29,0.1457,1.176,0
2026-01-03 14:28:00,0.428,30.22,0.124,0.95,0
2026-01-03 14:29:00,1.916,10.43,0.1273,1.247,0
2026-01-03 14:30:00,2.549,15.95,0.1151,0.606,0
2026-01-03 14:31:00,1.569,24.35,0.083,1.254,0
2026-01-03 14:32:00,2.18,24.27,0.0471,1.058,0
2026-01-03 14:33:00,0.873,9.36,0.01,0.781,0
2026-01-03 14:34:00,1.141,19.14,0.0835,1.642,0
2026-01-03 14:35:00,1.536,12.52,0.1218,1.045,0
2026-01-03 14:36:00,1.073,18.36,0.1119,0.789,0
2026-01-03 14:37:00,1.519,13.99,0.1318,1.112,0
2026-01-03 14:38:00,2.002,11.78,0.0937,0.621,0
2026-01-03 14:39:00,1.058,7.3,0.2361,0.929,0
2026-01-03 14:40:00,2.024,24.48,0.2014,1.812,0
2026-01-03 14:41:00,0.538,9.05,0.0241,0.292,0
2026-01-03 14:42:00,1.216,26.75,0.1328,0.789,0
2026-01-03 14:43:00,1.402,12.65,0.1484,0.941,0
2026-01-03 14:44:00,1.037,18.88,0.01,0.853,0
2026-01-03 14:45:00,1.223,27.31,0.1083,0.8,0
2026-01-03 14:46:00,2.198,11.56,0.1258,1.677,0
2026-01-03 14:47:00,2.12,18.77,0.0997,0.778,0
2026-01-03 14:48:00,1.86,18.95,0.1193,1.159,0
2026-01-03 14:49:00,2.021,9.67,0.104,0.755,0
2026-01-03 14:50:00,1.19,16.78,0.1351,1.16,0
2026-01-03 14:51:00,0.889,20.96,0.1774,1.374,0
2026-01-03 14:52:00,1.096,28.61,0.1385,0.97,0
2026-01-03 14:53:00,1.17,11.68,0.1588,0.771,0
2026-01-03 14:54:00,1.195,17.77,0.0471,0.951,0
2026-01-03 14:55:00,1.764,13.98,0.2014,1.214,0
2026-01-03 14:56:00,1.662,16.55,0.1157,1.347,0
2026-01-03 14:57:00,1.412,10.27,0.0805,1.103,0
2026-01-03 14:58:00,1.443,13.65,0.1208,0.968,0
2026-01-03 14:59:00,2.047,27.15,0.0728,1.512,0
2026-01-03 15:00:00,0.854,16.02,0.1069,0.749,0
2026-01-03 15:01:00,1.895,15.61,0.1151,0.835,0
2026-01-03 15:02:00,0.444,8.18,0.0657,1.717,0
2026-01-03 15:03:00,1.217,23.73,0.1078,0.961,0
2026-01-03 15:04:00,2.255,21.78,0.065,1.264,0
2026-01-03 15:05:00,1.65,16.02,0.0646,0.645,0
2026-01-03 15:06:00,1.267,30.21,0.0495,1.4,0
2026-01-03 15:07:00,1.958,10.74,0.0813,0.54,0
2026-01-03 15:08:00,1.798,6.66,0.0725,0.51,0
2026-01-03 15:09:00,1.777,14.24,0.1237,1.357,0
2026-01-03 15:10:00,1.399,8.22,0.1548,0.855,0
2026-01-03 15:11:00,1.98,16.93,0.1331,0.903,0
2026-01-03 15:12:00,1.178,15.59,0.1486,1.172,0
2026-01-03 15:13:00,1.154,24.22,0.1444,0.884,0
